#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop,Date
,"
Asia
",214177844,34109.0,1535995.0,199.0,198776221.0,42580.0,13865628.0,15540.0,,,,,,Asia,,,,,,,2023-02-24
,"
North America
",124454659,13166.0,1609910.0,100.0,119688106.0,39469.0,3156643.0,7752.0,,,,,,North America,,,,,,,2023-02-24
,"
Europe
",246116716,51474.0,2016321.0,223.0,241707445.0,28487.0,2392950.0,6461.0,,,,,,Europe,,,,,,,2023-02-24
,"
South America
",67966089,15202.0,1350361.0,141.0,66204615.0,7649.0,411113.0,10195.0,,,,,,South America,,,,,,,2023-02-24
,"
Oceania
",13987191,2961.0,26076.0,16.0,13826284.0,2416.0,134831.0,64.0,,,,,,Australia/Oceania,,,,,,,2023-02-24
,"
Africa
",12791178,424.0,258576.0,,12074525.0,101.0,458077.0,547.0,,,,,,Africa,,,,,,,2023-02-24
,"

",721,,15.0,,706.0,,0.0,0.0,,,,,,,,,,,,,2023-02-24
105.0,Montenegro,288552,62.0,2805.0,,285130.0,96.0,617.0,6.0,459514.0,4467.0,2720118.0,"4,331,743",627950.0,Europe,2.0,224.0,0.0,990.0,,983.0,2023-03-04
106.0,Brunei ,278698,,225.0,,243601.0,,34872.0,,625682.0,505.0,717784.0,"1,611,437",445431.0,Asia,2.0,1980.0,1.0,,,78288.0,2023-03-04
107.0,Algeria,271469,,6881.0,,182799.0,,81789.0,,5986.0,152.0,230861.0,"5,091",45350148.0,Africa,167.0,6591.0,196.0,,,1804.0,2023-03-04
108.0,Nigeria,266598,,3155.0,,259917.0,,3526.0,11.0,1230.0,15.0,5708974.0,"26,339",216746934.0,Africa,813.0,68700.0,38.0,,,16.0,2023-03-04
109.0,Zimbabwe,264127,,5668.0,,257839.0,,620.0,12.0,17228.0,370.0,2525756.0,"164,744",15331428.0,Africa,58.0,2705.0,6.0,,,40.0,2023-03-04
110.0,Uzbekistan,251071,,1637.0,,241486.0,,7948.0,23.0,7302.0,48.0,1377915.0,"40,077",34382084.0,Asia,137.0,21003.0,25.0,,,231.0,2023-03-04
111.0,Mozambique,233098,,2242.0,,228805.0,,2051.0,11.0,7044.0,68.0,1371127.0,"41,437",33089461.0,Africa,142.0,14759.0,24.0,,,62.0,2023-03-04
112.0,Martinique,229807,,1098.0,,,,,12.0,614314.0,2935.0,828928.0,"2,215,870",374087.0,North America,2.0,341.0,0.0,,,611101.0,2023-03-04
113.0,Laos,218019,2.0,758.0,,,,,,29143.0,101.0,1233207.0,"164,845",7481023.0,Asia,34.0,9869.0,6.0,3.0,,28018.0,2023-03-04
114.0,Afghanistan,209370,4.0,7896.0,,191181.0,7.0,10293.0,45.0,5137.0,194.0,1202018.0,"29,494",40754388.0,Asia,195.0,5161.0,34.0,1.0,,253.0,2023-03-04
115.0,Iceland,209093,,229.0,,,,,2.0,605377.0,663.0,1996384.0,"5,780,036",345393.0,Europe,2.0,1508.0,0.0,,,385587.0,2023-03-04
116.0,Kyrgyzstan,206673,,2991.0,,196406.0,,7276.0,131.0,30717.0,445.0,1907195.0,"283,460",6728271.0,Asia,33.0,2250.0,4.0,,,1081.0,2023-03-04
117.0,Guadeloupe,201852,,1010.0,,,,,19.0,504890.0,2526.0,938039.0,"2,346,306",399794.0,North America,2.0,396.0,0.0,,,496736.0,2023-03-04
118.0,El Salvador,201785,,4230.0,,179410.0,,18145.0,8.0,30805.0,646.0,2610114.0,"398,467",6550389.0,North America,32.0,1549.0,3.0,,,2770.0,2023-03-04
119.0,Trinidad and Tobago,189296,,4347.0,,184553.0,,396.0,8.0,134578.0,3090.0,898169.0,"638,546",1406585.0,North America,7.0,324.0,2.0,,,282.0,2023-03-04
120.0,Maldives,185732,,311.0,,163687.0,,21734.0,25.0,343322.0,575.0,2213831.0,"4,092,223",540985.0,Asia,3.0,1740.0,0.0,,,40175.0,2023-03-04
121.0,Ghana,171172,,1462.0,,169697.0,,13.0,2.0,5284.0,45.0,2529956.0,"78,096",32395450.0,Africa,189.0,22158.0,13.0,,,4.0,2023-03-04
122.0,Namibia,171156,,4090.0,,166776.0,,290.0,,64983.0,1553.0,1062663.0,"403,460",2633874.0,Africa,15.0,644.0,2.0,,,110.0,2023-03-04
123.0,Uganda,170504,,3630.0,,100431.0,,66443.0,3.0,3520.0,75.0,3012408.0,"62,198",48432863.0,Africa,284.0,13342.0,16.0,,,1372.0,2023-03-04
124.0,Jamaica,154196,,3502.0,,102393.0,,48301.0,,51655.0,1173.0,1183986.0,"396,633",2985094.0,North America,19.0,852.0,3.0,,,16181.0,2023-03-04
125.0,Cambodia,138719,,3056.0,,135658.0,1.0,5.0,,8080.0,178.0,3091420.0,"180,062",17168639.0,Asia,124.0,5618.0,6.0,,,3.0,2023-03-04
126.0,Rwanda,133180,,1468.0,,131634.0,,78.0,,9792.0,108.0,6021981.0,"442,778",13600464.0,Africa,102.0,9265.0,2.0,,,6.0,2023-03-04
127.0,Cameroon,124392,,1965.0,,122344.0,,83.0,13.0,4457.0,70.0,1751774.0,"62,762",27911548.0,Africa,224.0,14204.0,16.0,,,3.0,2023-03-04
128.0,Malta,117477,,827.0,,116028.0,,622.0,4.0,264568.0,1862.0,2117102.0,"4,767,893",444033.0,Europe,4.0,537.0,0.0,,,1401.0,2023-03-04
129.0,Barbados,106645,,575.0,,106057.0,,13.0,,370266.0,1996.0,794426.0,"2,758,203",288023.0,North America,3.0,501.0,0.0,,,45.0,2023-03-04
130.0,Angola,105277,,1933.0,,103317.0,,27.0,,3006.0,55.0,1499795.0,"42,818",35027343.0,Africa,333.0,18121.0,23.0,,,8.0,2023-03-04
131.0,Channel Islands,101382,,227.0,,101029.0,,126.0,,574523.0,1286.0,1252808.0,"7,099,551",176463.0,Europe,2.0,777.0,0.0,,,714.0,2023-03-04
132.0,French Guiana,98041,,420.0,,11254.0,,86367.0,6.0,312065.0,1337.0,651257.0,"2,072,951",314169.0,South America,3.0,748.0,0.0,,,274906.0,2023-03-04
133.0,DRC,95749,,1464.0,,84321.0,,9964.0,,1005.0,15.0,846704.0,"8,890",95240792.0,Africa,995.0,65055.0,112.0,,,105.0,2023-03-04
134.0,Senegal,88921,,1971.0,,86947.0,,3.0,,5037.0,112.0,1146543.0,"64,946",17653671.0,Africa,199.0,8957.0,15.0,,,2.0,2023-03-04
135.0,Malawi,88702,,2686.0,,85580.0,,436.0,67.0,4395.0,133.0,624784.0,"30,959",20180839.0,Africa,228.0,7513.0,32.0,,,22.0,2023-03-04
136.0,Ivory Coast,88240,9.0,834.0,,87375.0,12.0,31.0,,3181.0,30.0,1680188.0,"60,564",27742298.0,Africa,314.0,33264.0,17.0,3.0,,1.0,2023-03-04
137.0,Suriname,82467,,1404.0,,,,,,138175.0,2352.0,241357.0,"404,398",596831.0,South America,7.0,425.0,2.0,,,52464.0,2023-03-04
138.0,New Caledonia,79881,,314.0,,79558.0,,9.0,9.0,274585.0,1079.0,98964.0,"340,182",290915.0,Australia/Oceania,4.0,926.0,3.0,,,31.0,2023-03-04
139.0,French Polynesia,77957,,649.0,,,,,7.0,274338.0,2284.0,,,284164.0,Australia/Oceania,4.0,438.0,,,,154164.0,2023-03-04
140.0,Eswatini,74199,,1423.0,,72726.0,,50.0,,62625.0,1201.0,1048704.0,"885,119",1184817.0,Africa,16.0,833.0,1.0,,,42.0,2023-03-04
141.0,Guyana,73075,,1298.0,,71756.0,,21.0,,92029.0,1635.0,722237.0,"909,567",794045.0,South America,11.0,612.0,1.0,,,26.0,2023-03-04
142.0,Belize,70757,,688.0,,70056.0,,13.0,6.0,171661.0,1669.0,576016.0,"1,397,453",412190.0,North America,6.0,599.0,1.0,,,32.0,2023-03-04
143.0,Fiji,68897,,883.0,,66860.0,,1154.0,,75755.0,971.0,668967.0,"735,560",909466.0,Australia/Oceania,13.0,1030.0,1.0,,,1269.0,2023-03-04
144.0,Madagascar,67865,,1422.0,,66433.0,,10.0,,2326.0,49.0,525461.0,"18,009",29178077.0,Africa,430.0,20519.0,56.0,,,3.0,2023-03-04
145.0,Sudan,63809,,5013.0,,58460.0,,336.0,,1387.0,109.0,562941.0,"12,240",45992020.0,Africa,721.0,9175.0,82.0,,,7.0,2023-03-04
146.0,Mauritania,63668,,997.0,,62441.0,,230.0,,12988.0,203.0,1009957.0,"206,030",4901981.0,Africa,77.0,4917.0,5.0,,,47.0,2023-03-04
147.0,Cabo Verde,63244,,413.0,,62773.0,,58.0,23.0,111408.0,728.0,401622.0,"707,482",567678.0,Africa,9.0,1375.0,1.0,,,102.0,2023-03-04
148.0,Bhutan,62620,,21.0,,61564.0,,1035.0,,79473.0,27.0,2303734.0,"2,923,739",787941.0,Asia,13.0,37521.0,0.0,,,1314.0,2023-03-04
149.0,Syria,57467,,3164.0,,54303.0,,0.0,,2968.0,163.0,146269.0,"7,553",19364809.0,Asia,337.0,6120.0,132.0,,,,2023-03-04
150.0,Burundi,53631,,38.0,,53569.0,,24.0,,4248.0,3.0,345742.0,"27,386",12624840.0,Africa,235.0,332233.0,37.0,,,2.0,2023-03-04
151.0,Seychelles,50665,,172.0,,50440.0,,53.0,,509575.0,1730.0,,,99426.0,Africa,2.0,578.0,,,,533.0,2023-03-04
152.0,Gabon,48981,,306.0,,48674.0,,1.0,,21008.0,131.0,1621909.0,"695,641",2331533.0,Africa,48.0,7619.0,1.0,,,4.0,2023-03-04
153.0,Andorra,47875,,165.0,,47563.0,,147.0,14.0,618037.0,2130.0,249838.0,"3,225,256",77463.0,Europe,2.0,469.0,0.0,,,1898.0,2023-03-04
154.0,Papua New Guinea,46809,,670.0,,43982.0,,2157.0,7.0,5037.0,72.0,249149.0,"26,813",9292169.0,Australia/Oceania,199.0,13869.0,37.0,,,232.0,2023-03-04
155.0,Curaçao,45986,,295.0,,44720.0,,971.0,3.0,277812.0,1782.0,496693.0,"3,000,640",165529.0,North America,4.0,561.0,0.0,,,5866.0,2023-03-04
156.0,Aruba,44044,,236.0,,42438.0,,1370.0,2.0,409297.0,2193.0,177885.0,"1,653,068",107609.0,North America,2.0,456.0,1.0,,,12731.0,2023-03-04
157.0,Tanzania,42846,,846.0,,,,,7.0,677.0,13.0,,,63298550.0,Africa,1477.0,74821.0,,,,661.0,2023-03-04
158.0,Mayotte,42004,,188.0,,,,,,146734.0,657.0,176919.0,"618,038",286259.0,Africa,7.0,1523.0,2.0,,,135723.0,2023-03-04
159.0,Mauritius,41752,,1043.0,,40030.0,,679.0,,32754.0,818.0,358675.0,"281,374",1274727.0,Africa,31.0,1222.0,4.0,,,533.0,2023-03-04
160.0,Togo,39390,8.0,290.0,,39078.0,,22.0,,4538.0,33.0,808565.0,"93,144",8680837.0,Africa,220.0,29934.0,11.0,9.0,,3.0,2023-03-04
161.0,Guinea,38267,,467.0,,37757.0,,43.0,8.0,2760.0,34.0,660107.0,"47,607",13865691.0,Africa,362.0,29691.0,21.0,,,3.0,2023-03-04
162.0,Isle of Man,38008,,116.0,,,,,,443335.0,1353.0,150753.0,"1,758,422",85732.0,Europe,2.0,739.0,1.0,,,129450.0,2023-03-04
163.0,Bahamas,37491,,833.0,,36366.0,,292.0,1.0,93607.0,2080.0,257839.0,"643,767",400516.0,North America,11.0,481.0,2.0,,,729.0,2023-03-04
164.0,Lesotho,34790,,723.0,,25980.0,,8087.0,,15990.0,332.0,431221.0,"198,199",2175699.0,Africa,63.0,3009.0,5.0,,,3717.0,2023-03-04
165.0,Faeroe Islands,34658,,28.0,,,,,5.0,703959.0,569.0,778000.0,"15,802,409",49233.0,Europe,1.0,1758.0,0.0,,,547133.0,2023-03-04
166.0,Haiti,34202,59.0,860.0,,33052.0,8.0,290.0,,2928.0,74.0,132422.0,"11,337",11680283.0,North America,342.0,13582.0,88.0,50.0,,25.0,2023-03-04
167.0,Mali,33051,,743.0,,32145.0,,163.0,,1539.0,35.0,796406.0,"37,087",21473764.0,Africa,650.0,28901.0,27.0,,,8.0,2023-03-04
168.0,Cayman Islands,31472,,37.0,,8553.0,,22882.0,1.0,467797.0,550.0,222773.0,"3,311,280",67277.0,North America,2.0,1818.0,0.0,,,340116.0,2023-03-04
169.0,Saint Lucia,30004,,409.0,,29095.0,,500.0,,162085.0,2209.0,210983.0,"1,139,752",185113.0,North America,6.0,453.0,1.0,,,2701.0,2023-03-04
170.0,Benin,27990,,163.0,,27825.0,,2.0,,2189.0,13.0,604310.0,"47,268",12784726.0,Africa,457.0,78434.0,21.0,,,2.0,2023-03-04
171.0,Somalia,27324,,1361.0,,13182.0,,12781.0,,1622.0,81.0,400466.0,"23,778",16841795.0,Africa,616.0,12375.0,42.0,,,759.0,2023-03-04
172.0,Congo,25375,,386.0,,24006.0,,983.0,,4377.0,67.0,347815.0,"59,991",5797805.0,Africa,228.0,15020.0,17.0,,,170.0,2023-03-04
173.0,Solomon Islands,24575,,153.0,,,,,1.0,34077.0,212.0,,,721159.0,Australia/Oceania,29.0,4713.0,,,,11183.0,2023-03-04
174.0,Micronesia,23948,,61.0,,,,,1.0,203832.0,519.0,54967.0,"467,848",117489.0,Australia/Oceania,5.0,1926.0,2.0,,,140183.0,2023-03-04
175.0,San Marino,23583,,122.0,,23276.0,,185.0,4.0,691888.0,3579.0,157634.0,"4,624,732",34085.0,Europe,1.0,279.0,0.0,,,5428.0,2023-03-04
176.0,Timor-Leste,23418,,138.0,,23102.0,,178.0,,17101.0,101.0,278529.0,"203,391",1369429.0,Asia,58.0,9923.0,5.0,,,130.0,2023-03-04
177.0,Burkina Faso,22056,,396.0,,21596.0,,64.0,,998.0,18.0,248995.0,"11,265",22102838.0,Africa,1002.0,55815.0,89.0,,,3.0,2023-03-04
178.0,Liechtenstein,21426,,89.0,,21300.0,,37.0,1.0,558158.0,2318.0,112457.0,"2,929,559",38387.0,Europe,2.0,431.0,0.0,,,964.0,2023-03-04
179.0,Gibraltar,20433,,111.0,,16579.0,,3743.0,,606249.0,3293.0,534283.0,"15,852,213",33704.0,Europe,2.0,304.0,0.0,,,111055.0,2023-03-04
180.0,Grenada,19680,,238.0,,19358.0,,84.0,4.0,173430.0,2097.0,182981.0,"1,612,523",113475.0,North America,6.0,477.0,1.0,,,740.0,2023-03-04
181.0,Bermuda,18814,,160.0,,18638.0,,16.0,,303750.0,2583.0,1027859.0,"16,594,698",61939.0,North America,3.0,387.0,0.0,,,258.0,2023-03-04
182.0,Nicaragua,18491,,225.0,,4225.0,,14041.0,,2728.0,33.0,,,6779100.0,North America,367.0,30129.0,,,,2071.0,2023-03-04
183.0,South Sudan,18368,,138.0,,18115.0,,115.0,1.0,1581.0,12.0,410280.0,"35,313",11618511.0,Africa,633.0,84192.0,28.0,,,10.0,2023-03-04
184.0,Tajikistan,17786,,125.0,,17264.0,,397.0,,1786.0,13.0,,,9957464.0,Asia,560.0,79660.0,,,,40.0,2023-03-04
185.0,Equatorial Guinea,17229,,183.0,,16907.0,,139.0,5.0,11512.0,122.0,365697.0,"244,342",1496662.0,Africa,87.0,8178.0,4.0,,,93.0,2023-03-04
186.0,Tonga,16807,,13.0,,15638.0,,1156.0,,155983.0,121.0,535009.0,"4,965,327",107749.0,Australia/Oceania,6.0,8288.0,0.0,,,10729.0,2023-03-04
187.0,Samoa,16607,,29.0,,1605.0,,14973.0,,82116.0,143.0,187397.0,"926,612",202239.0,Australia/Oceania,12.0,6974.0,1.0,,,74036.0,2023-03-04
188.0,Monaco,16115,,67.0,,15992.0,,56.0,4.0,405073.0,1684.0,78646.0,"1,976,875",39783.0,Europe,2.0,594.0,1.0,,,1408.0,2023-03-04
189.0,Dominica,15760,,74.0,,15673.0,,13.0,,217848.0,1023.0,229344.0,"3,170,187",72344.0,North America,5.0,978.0,0.0,,,180.0,2023-03-04
190.0,Djibouti,15690,,189.0,,15427.0,,74.0,,15441.0,186.0,305941.0,"301,094",1016097.0,Africa,65.0,5376.0,3.0,,,73.0,2023-03-04
191.0,Marshall Islands,15618,,17.0,,15528.0,,73.0,,260053.0,283.0,,,60057.0,Australia/Oceania,4.0,3533.0,,,,1216.0,2023-03-04
192.0,CAR,15368,,113.0,,15200.0,,55.0,2.0,3063.0,23.0,81294.0,"16,205",5016678.0,Africa,326.0,44395.0,62.0,,,11.0,2023-03-04
193.0,Gambia,12586,,372.0,,12189.0,,25.0,,4919.0,145.0,155686.0,"60,851",2558482.0,Africa,203.0,6878.0,16.0,,,10.0,2023-03-04
194.0,Saint Martin,12257,,63.0,,1399.0,,10795.0,7.0,308507.0,1586.0,112382.0,"2,828,643",39730.0,North America,3.0,631.0,0.0,,,271709.0,2023-03-04
195.0,Vanuatu,12014,,14.0,,11976.0,,24.0,,37330.0,44.0,24976.0,"77,606",321832.0,Australia/Oceania,27.0,22988.0,13.0,,,75.0,2023-03-04
196.0,Greenland,11971,,21.0,,2761.0,,9189.0,4.0,210117.0,369.0,164926.0,"2,894,810",56973.0,North America,5.0,2713.0,0.0,,,161287.0,2023-03-04
197.0,Yemen,11945,,2159.0,,9124.0,,662.0,23.0,383.0,69.0,329592.0,"10,579",31154867.0,Asia,2608.0,14430.0,95.0,,,21.0,2023-03-04
198.0,Caribbean Netherlands,11676,,38.0,,10476.0,,1162.0,,438173.0,1426.0,30126.0,"1,130,559",26647.0,North America,2.0,701.0,1.0,,,43607.0,2023-03-04
199.0,Sint Maarten,11020,,91.0,,10905.0,,24.0,,250648.0,2070.0,62056.0,"1,411,454",43966.0,North America,4.0,483.0,1.0,,,546.0,2023-03-04
200.0,Eritrea,10189,,103.0,,10086.0,,0.0,,2782.0,28.0,23693.0,"6,470",3662244.0,Africa,359.0,35556.0,155.0,,,,2023-03-04
201.0,Niger,9931,,312.0,,8890.0,,729.0,1.0,381.0,12.0,254538.0,"9,759",26083660.0,Africa,2626.0,83601.0,102.0,,,28.0,2023-03-04
202.0,St. Vincent Grenadines,9589,,123.0,,9466.0,,0.0,,85961.0,1103.0,113703.0,"1,019,292",111551.0,North America,12.0,907.0,1.0,,,,2023-03-04
203.0,Antigua and Barbuda,9106,,146.0,,8954.0,,6.0,1.0,91509.0,1467.0,18901.0,"189,943",99509.0,North America,11.0,682.0,5.0,,,60.0,2023-03-04
204.0,Comoros,9001,,161.0,,8838.0,,2.0,,9919.0,177.0,,,907419.0,Africa,101.0,5636.0,,,,2.0,2023-03-04
205.0,Guinea-Bissau,8960,,176.0,,8660.0,,124.0,6.0,4342.0,85.0,145231.0,"70,385",2063367.0,Africa,230.0,11724.0,14.0,,,60.0,2023-03-04
206.0,Liberia,8090,,295.0,,7783.0,,12.0,2.0,1525.0,56.0,139824.0,"26,356",5305117.0,Africa,656.0,17983.0,38.0,,,2.0,2023-03-04
207.0,Sierra Leone,7760,,126.0,,,,,,934.0,15.0,259958.0,"31,296",8306436.0,Africa,1070.0,65924.0,32.0,,,330.0,2023-03-04
208.0,Chad,7678,,194.0,,4874.0,,2610.0,,441.0,11.0,191341.0,"10,988",17413580.0,Africa,2268.0,89761.0,91.0,,,150.0,2023-03-04
209.0,British Virgin Islands,7305,,64.0,,,,,,238757.0,2092.0,107339.0,"3,508,269",30596.0,North America,4.0,478.0,0.0,,,392.0,2023-03-04
210.0,Cook Islands,7030,,2.0,,7027.0,,1.0,,400091.0,114.0,19690.0,"1,120,596",17571.0,Australia/Oceania,2.0,8786.0,1.0,,,57.0,2023-03-04
211.0,Saint Kitts and Nevis,6597,,47.0,,6548.0,,2.0,,122459.0,872.0,126932.0,"2,356,221",53871.0,North America,8.0,1146.0,0.0,,,37.0,2023-03-04
212.0,Turks and Caicos,6551,,38.0,,6491.0,,22.0,4.0,164842.0,956.0,611527.0,"15,387,811",39741.0,North America,6.0,1046.0,0.0,,,554.0,2023-03-04
213.0,Sao Tome and Principe,6281,,77.0,,6204.0,,0.0,,27587.0,338.0,29036.0,"127,530",227679.0,Africa,36.0,2957.0,8.0,,,,2023-03-04
214.0,Palau,5989,,9.0,,5976.0,,4.0,,328470.0,494.0,69136.0,"3,791,806",18233.0,Australia/Oceania,3.0,2026.0,0.0,,,219.0,2023-03-04
215.0,St. Barth,5439,,6.0,,,,,,546908.0,603.0,78646.0,"7,908,095",9945.0,North America,2.0,1658.0,0.0,,,499849.0,2023-03-04
216.0,Nauru,5247,,1.0,,5075.0,,171.0,,481244.0,92.0,20509.0,"1,881,042",10903.0,Australia/Oceania,2.0,10903.0,1.0,,,15684.0,2023-03-04
217.0,Kiribati,5013,,18.0,,2703.0,,2292.0,3.0,40618.0,146.0,,,123419.0,Australia/Oceania,25.0,6857.0,,,,18571.0,2023-03-04
218.0,Anguilla,3904,,12.0,,3879.0,,13.0,4.0,256336.0,788.0,51382.0,"3,373,736",15230.0,North America,4.0,1269.0,0.0,,,854.0,2023-03-04
219.0,Macao,3514,,121.0,,3391.0,,2.0,,5264.0,181.0,7850.0,"11,760",667490.0,Asia,190.0,5516.0,85.0,,,3.0,2023-03-04
220.0,Saint Pierre Miquelon,3452,,2.0,,2449.0,,1001.0,1.0,599410.0,347.0,25400.0,"4,410,488",5759.0,North America,2.0,2880.0,0.0,,,173815.0,2023-03-04
221.0,Wallis and Futuna,3427,,7.0,,438.0,,2982.0,,312056.0,637.0,20508.0,"1,867,419",10982.0,Australia/Oceania,3.0,1569.0,1.0,,,271535.0,2023-03-04
222.0,Tuvalu,2805,,,,,,2805.0,,232471.0,,,,12066.0,Australia/Oceania,4.0,,,,,232471.0,2023-03-04
223.0,Saint Helena,2166,,,,2.0,,2164.0,,354211.0,,,,6115.0,Africa,3.0,,,,,353884.0,2023-03-04
224.0,Falkland Islands,1930,,,,1930.0,,0.0,,545352.0,,8632.0,"2,439,107",3539.0,South America,2.0,,0.0,,,,2023-03-04
225.0,Montserrat,1403,,8.0,,1376.0,,19.0,,282578.0,1611.0,17762.0,"3,577,442",4965.0,North America,4.0,621.0,0.0,,,3827.0,2023-03-04
226.0,Niue,790,,,,784.0,,6.0,,487053.0,,,,1622.0,Australia/Oceania,2.0,,,,,3699.0,2023-03-04
227.0,Diamond Princess,712,,13.0,,699.0,,0.0,,,,,,,,,,,,,,2023-03-04
228.0,Vatican City,29,,,,29.0,,0.0,,36295.0,,,,799.0,Europe,28.0,,,,,,2023-03-04
229.0,Western Sahara,10,,1.0,,9.0,,0.0,,16.0,2.0,,,626161.0,Africa,62616.0,626161.0,,,,,2023-03-04
230.0,MS Zaandam,9,,2.0,,7.0,,0.0,,,,,,,,,,,,,,2023-03-04
231.0,Tokelau,5,,,,,,5.0,,3628.0,,,,1378.0,Australia/Oceania,276.0,,,,,3628.0,2023-03-04
,Total:,214474748,35043.0,1537331.0,184.0,199108904.0,53531.0,13828513.0,15464.0,,,,,,Asia,,,,,,,2023-03-04
,Total:,124725126,12817.0,1612592.0,70.0,120020408.0,23850.0,3092126.0,7890.0,,,,,,North America,,,,,,,2023-03-04
,Total:,246559822,29055.0,2019349.0,66.0,242097829.0,29348.0,2442644.0,6481.0,,,,,,Europe,,,,,,,2023-03-04
,Total:,68045906,3213.0,1350925.0,19.0,66293845.0,383.0,401136.0,10186.0,,,,,,South America,,,,,,,2023-03-04
,Total:,14015805,,26203.0,,13852354.0,,137248.0,55.0,,,,,,Australia/Oceania,,,,,,,2023-03-04
,Total:,12796404,78.0,258590.0,,12076449.0,,461365.0,548.0,,,,,,Africa,,,,,,,2023-03-04
,Total:,721,,15.0,,706.0,,0.0,0.0,,,,,,,,,,,,,2023-03-04
,Total:,680618532,80206.0,6805005.0,339.0,653450495.0,107229.0,20363032.0,40624.0,873170.0,8730.0,,,,All,,,,,,,2023-03-04
,"
Asia
",214505850,31102.0,1537487.0,156.0,199139502.0,30598.0,13828861.0,15506.0,,,,,,Asia,,,,,,,2023-03-05
,"
North America
",124727196,2070.0,1612598.0,6.0,120025213.0,4805.0,3089385.0,7890.0,,,,,,North America,,,,,,,2023-03-05
,"
Europe
",246578819,18997.0,2019405.0,56.0,242122675.0,24846.0,2436739.0,6479.0,,,,,,Europe,,,,,,,2023-03-05
,"
South America
",68048725,2819.0,1350941.0,16.0,66301273.0,7428.0,396511.0,10185.0,,,,,,South America,,,,,,,2023-03-05
,"
Oceania
",14015805,,26203.0,,13852354.0,,137248.0,55.0,,,,,,Australia/Oceania,,,,,,,2023-03-05
,"
Africa
",12796571,167.0,258593.0,3.0,12076616.0,167.0,461362.0,548.0,,,,,,Africa,,,,,,,2023-03-05
,"

",721,,15.0,,706.0,,0.0,0.0,,,,,,,,,,,,,2023-03-05
,World,680673687,55155.0,6805242.0,237.0,653518339.0,67844.0,20350106.0,40663.0,87324.0,8730.0,,,,All,,,,,,,2023-03-05
1.0,China,503302,,5272.0,,379053.0,,118977.0,7557.0,347.0,4.0,160000000.0,"110,461",1448471400.0,Asia,2878.0,274748.0,9.0,,,82.0,2023-03-05
2.0,USA,105396817,1838.0,1146740.0,5.0,102864696.0,3013.0,1385381.0,2726.0,314800.0,3425.0,1167685851.0,"3,487,657",334805269.0,North America,3.0,292.0,0.0,50.0,0.01,4138.0,2023-03-05
3.0,India,44687820,,530775.0,,44154254.0,,2791.0,,31769.0,377.0,919095823.0,"653,402",1406631776.0,Asia,31.0,2650.0,2.0,,,2.0,2023-03-05
4.0,France,39638159,,165030.0,,39399753.0,,73376.0,869.0,604383.0,2516.0,271490188.0,"4,139,547",65584518.0,Europe,2.0,397.0,0.0,,,1119.0,2023-03-05
5.0,Germany,38210850,,168397.0,,37749800.0,3100.0,292653.0,,455522.0,2008.0,122332384.0,"1,458,359",83883596.0,Europe,2.0,498.0,1.0,,,3489.0,2023-03-05
6.0,Brazil,37076053,,699276.0,,36249161.0,,127616.0,,172164.0,3247.0,63776166.0,"296,146",215353593.0,South America,6.0,308.0,3.0,,,593.0,2023-03-05
7.0,Japan,33260228,8731.0,72771.0,50.0,21693335.0,640.0,11494122.0,132.0,264843.0,579.0,95633415.0,"761,504",125584838.0,Asia,4.0,1726.0,1.0,700.0,0.4,91525.0,2023-03-05
8.0,S. Korea,30564915,9813.0,34025.0,5.0,30363200.0,12513.0,167690.0,143.0,595460.0,663.0,15804065.0,"307,892",51329899.0,Asia,2.0,1509.0,3.0,1910.0,0.1,3267.0,2023-03-05
9.0,Italy,25603510,,188322.0,,25267118.0,,148070.0,137.0,424864.0,3125.0,268196399.0,"4,450,449",60262770.0,Europe,2.0,320.0,0.0,,,2457.0,2023-03-05
10.0,UK,24370154,,206952.0,,24102268.0,2803.0,60934.0,,355780.0,3021.0,522526476.0,"7,628,357",68497907.0,Europe,3.0,331.0,0.0,,,890.0,2023-03-05
11.0,Russia,22342128,13559.0,396298.0,43.0,21677256.0,8936.0,268574.0,,153232.0,2718.0,273400000.0,"1,875,095",145805947.0,Europe,7.0,368.0,1.0,930.0,0.3,1842.0,2023-03-05
12.0,Turkey,17042722,,101492.0,,,,,,199186.0,1186.0,162743369.0,"1,902,052",85561976.0,Asia,5.0,843.0,1.0,,,1819.0,2023-03-05
13.0,Spain,13770429,,119479.0,,13615878.0,,35072.0,231.0,294749.0,2557.0,471036328.0,"10,082,298",46719142.0,Europe,3.0,391.0,0.0,,,751.0,2023-03-05
14.0,Vietnam,11526966,4.0,43186.0,,10614790.0,2.0,868990.0,3.0,116489.0,436.0,85826548.0,"867,342",98953541.0,Asia,9.0,2291.0,1.0,4.0,,8782.0,2023-03-05
15.0,Australia,11385534,,19459.0,,11332576.0,,33499.0,27.0,436750.0,746.0,78835048.0,"3,024,116",26068792.0,Australia/Oceania,2.0,1340.0,0.0,,,1285.0,2023-03-05
